Arm Hole chosen,0
Spring Hole: 0,Invalid config,0,0,Arm Bolt Location: 1, angle: NaN, distance: NaN,Arm Bolt Location: 2, angle: NaN, distance: NaN,Arm Bolt Location: 3, angle: NaN, distance: NaN,Arm Bolt Location: 4, angle: NaN, distance: NaN,Arm Bolt Location: 5, angle: -61.86026450485575, distance: 0.9792213132625152,Arm Bolt Location: 6, angle: -33.46998021317785, distance: 0.5350599604645229,Arm Bolt Location: 7, angle: -16.678435357014834, distance: 0.2517833272620589,Arm Bolt Location: 8, angle: -3.647908007781494, distance: 0.05062166469940301,Arm Bolt Location: 9, angle: 7.604447606182107, distance: -0.09148029456161533,Arm Bolt Location: 10, angle: 18.005000690654636, distance: -0.15404974463926052,Arm Bolt Location: 11, angle: 28.158291279712, distance: -0.055512176826060806,Arm Bolt Location: 12, angle: 38.627160596708244, distance: 0.3427185603976097,Arm Bolt Location: 13, angle: 50.22282477760835, distance: 1.1539968067371935,Arm Bolt Location: 14, angle: 65.02607167973599, distance: 2.266625673161264,Arm Bolt Location: 15, angle: 90, distance: 2.541867812972196,Arm Bolt Location: 16, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 17, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 18, angle: 90, distance: 2.855686245854129,Arm Bolt Location: 19, angle: 90, distance: 2.855686245854129,
Spring Hole: 2,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 3, angle: 90, distance: 1.019746257112809,Arm Bolt Location: 4, angle: 90, distance: 1.1485656825899082,Arm Bolt Location: 5, angle: 90, distance: 1.3239809583807112,Arm Bolt Location: 6, angle: 60.94272251687266, distance: 1.14332194472781,Arm Bolt Location: 7, angle: 50.22282477760835, distance: 0.9547277835334297,Arm Bolt Location: 8, angle: 45.31320268436687, distance: 0.9513105926946268,Arm Bolt Location: 9, angle: 42.9080806670783, distance: 1.1007722431792424,Arm Bolt Location: 10, angle: 41.90030660426274, distance: 1.410834651732729,Arm Bolt Location: 11, angle: 41.780756193099, distance: 1.915108654129512,Arm Bolt Location: 12, angle: 42.27817836230368, distance: 2.6652903760296445,Arm Bolt Location: 13, angle: 43.23560714898218, distance: 3.727368353666226,Arm Bolt Location: 14, angle: 44.558296984601576, distance: 4.8968258632989645,Arm Bolt Location: 15, angle: 46.18899057217375, distance: 4.9345555172784,Arm Bolt Location: 16, angle: 48.09542701913279, distance: 4.963731860898607,Arm Bolt Location: 17, angle: 50.26417446032055, distance: 4.977658392638652,Arm Bolt Location: 18, angle: 52.69841631984304, distance: 4.969480307360536,Arm Bolt Location: 19, angle: 55.41911755204827, distance: 4.931667991816456,
Spring Hole: 3,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 4, angle: 90, distance: 1.0361658990420681,Arm Bolt Location: 5, angle: 90, distance: 1.1802659859686755,Arm Bolt Location: 6, angle: 90, distance: 1.3694258877551044,Arm Bolt Location: 7, angle: 60.94272251687266, distance: 1.2454335027284527,Arm Bolt Location: 8, angle: 50.22282477760835, distance: 1.0832126702813802,Arm Bolt Location: 9, angle: 45.31320268436687, distance: 1.1094063226333368,Arm Bolt Location: 10, angle: 42.9080806670783, distance: 1.300794725881667,Arm Bolt Location: 11, angle: 41.90030660426274, distance: 1.671201944623295,Arm Bolt Location: 12, angle: 41.780756193099, distance: 2.2611092397473707,Arm Bolt Location: 13, angle: 42.27817836230368, distance: 3.132103897962608,Arm Bolt Location: 14, angle: 43.23560714898218, distance: 4.369738326133514,Arm Bolt Location: 15, angle: 44.558296984601576, distance: 4.8968258632989645,Arm Bolt Location: 16, angle: 46.18899057217375, distance: 4.9345555172784,Arm Bolt Location: 17, angle: 48.09542701913279, distance: 4.963731860898607,Arm Bolt Location: 18, angle: 50.26417446032055, distance: 4.977658392638652,Arm Bolt Location: 19, angle: 52.69841631984304, distance: 4.969480307360536,
Spring Hole: 4,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 5, angle: 90, distance: 1.0525150112157395,Arm Bolt Location: 6, angle: 90, distance: 1.211713917264065,Arm Bolt Location: 7, angle: 90, distance: 1.414377287997134,Arm Bolt Location: 8, angle: 60.94272251687266, distance: 1.3525422011015589,Arm Bolt Location: 9, angle: 50.22282477760835, distance: 1.2219723297266945,Arm Bolt Location: 10, angle: 45.31320268436687, distance: 1.283721086417645,Arm Bolt Location: 11, angle: 42.9080806670783, distance: 1.5251625496324173,Arm Bolt Location: 12, angle: 41.90030660426274, distance: 1.9680337534197039,Arm Bolt Location: 13, angle: 41.780756193099, distance: 2.6632511178624063,Arm Bolt Location: 14, angle: 42.27817836230368, distance: 3.691956029507162,Arm Bolt Location: 15, angle: 43.23560714898218, distance: 4.8574937368779,Arm Bolt Location: 16, angle: 44.558296984601576, distance: 4.8968258632989645,Arm Bolt Location: 17, angle: 46.18899057217375, distance: 4.9345555172784,Arm Bolt Location: 18, angle: 48.09542701913279, distance: 4.963731860898607,Arm Bolt Location: 19, angle: 50.26417446032055, distance: 4.977658392638652,
Spring Hole: 5,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 6, angle: 90, distance: 1.0687944947716563,Arm Bolt Location: 7, angle: 90, distance: 1.242915409734591,Arm Bolt Location: 8, angle: 90, distance: 1.458850897272015,Arm Bolt Location: 9, angle: 60.94272251687266, distance: 1.4652567291092353,Arm Bolt Location: 10, angle: 50.22282477760835, distance: 1.3725906668063659,Arm Bolt Location: 11, angle: 45.31320268436687, distance: 1.4773503412129565,Arm Bolt Location: 12, angle: 42.9080806670783, distance: 1.7796739297653497,Arm Bolt Location: 13, angle: 41.90030660426274, distance: 2.3126766920638597,Arm Bolt Location: 14, angle: 41.780756193099, distance: 3.1465996063318395,Arm Bolt Location: 15, angle: 42.27817836230368, distance: 4.416858616408332,Arm Bolt Location: 16, angle: 43.23560714898218, distance: 4.8574937368779,Arm Bolt Location: 17, angle: 44.558296984601576, distance: 4.8968258632989645,Arm Bolt Location: 18, angle: 46.18899057217375, distance: 4.9345555172784,Arm Bolt Location: 19, angle: 48.09542701913279, distance: 4.963731860898607,
Spring Hole: 6,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 7, angle: 90, distance: 1.0850052318202654,Arm Bolt Location: 8, angle: 90, distance: 1.2738761677350359,Arm Bolt Location: 9, angle: 90, distance: 1.5028616346549466,Arm Bolt Location: 10, angle: 60.94272251687266, distance: 1.5844063398161872,Arm Bolt Location: 11, angle: 50.22282477760835, distance: 1.5372949538443654,Arm Bolt Location: 12, angle: 45.31320268436687, distance: 1.6949068701984995,Arm Bolt Location: 13, angle: 42.9080806670783, distance: 2.0737987476489055,Arm Bolt Location: 14, angle: 41.90030660426274, distance: 2.726643996813211,Arm Bolt Location: 15, angle: 41.780756193099, distance: 3.774201910929848,Arm Bolt Location: 16, angle: 42.27817836230368, distance: 4.824124192176706,Arm Bolt Location: 17, angle: 43.23560714898218, distance: 4.8574937368779,Arm Bolt Location: 18, angle: 44.558296984601576, distance: 4.8968258632989645,Arm Bolt Location: 19, angle: 46.18899057217375, distance: 4.9345555172784,
Spring Hole: 7,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 8, angle: 90, distance: 1.101148086002387,Arm Bolt Location: 9, angle: 90, distance: 1.3046016788923898,Arm Bolt Location: 10, angle: 90, distance: 1.5464236585982025,Arm Bolt Location: 11, angle: 60.94272251687266, distance: 1.7111717914511184,Arm Bolt Location: 12, angle: 50.22282477760835, distance: 1.7194252649549187,Arm Bolt Location: 13, angle: 45.31320268436687, distance: 1.943944506631011,Arm Bolt Location: 14, angle: 42.9080806670783, distance: 2.425492537605772,Arm Bolt Location: 15, angle: 41.90030660426274, distance: 3.263986302299657,Arm Bolt Location: 16, angle: 41.780756193099, distance: 4.805160944675245,Arm Bolt Location: 17, angle: 42.27817836230368, distance: 4.824124192176706,Arm Bolt Location: 18, angle: 43.23560714898218, distance: 4.8574937368779,Arm Bolt Location: 19, angle: 44.558296984601576, distance: 4.8968258632989645,
Spring Hole: 8,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 9, angle: 90, distance: 1.1172239030261262,Arm Bolt Location: 10, angle: 90, distance: 1.335097225461505,Arm Bolt Location: 11, angle: 90, distance: 1.5895504201393913,Arm Bolt Location: 12, angle: 60.94272251687266, distance: 1.8473412120292716,Arm Bolt Location: 13, angle: 50.22282477760835, distance: 1.9244763216093073,Arm Bolt Location: 14, angle: 45.31320268436687, distance: 2.2388080328325652,Arm Bolt Location: 15, angle: 42.9080806670783, distance: 2.879855450236327,Arm Bolt Location: 16, angle: 41.90030660426274, distance: 4.471434447142223,Arm Bolt Location: 17, angle: 41.780756193099, distance: 4.805160944675245,Arm Bolt Location: 18, angle: 42.27817836230368, distance: 4.824124192176706,Arm Bolt Location: 19, angle: 43.23560714898218, distance: 4.8574937368779,
Spring Hole: 9,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 10, angle: 90, distance: 1.1332335111838812,Arm Bolt Location: 11, angle: 90, distance: 1.365367894927038,Arm Bolt Location: 12, angle: 90, distance: 1.6322547114176928,Arm Bolt Location: 13, angle: 60.94272251687266, distance: 1.9958787346461382,Arm Bolt Location: 14, angle: 50.22282477760835, distance: 2.162916075995988,Arm Bolt Location: 15, angle: 45.31320268436687, distance: 2.6155591961809077,Arm Bolt Location: 16, angle: 42.9080806670783, distance: 3.8929622381722386,Arm Bolt Location: 17, angle: 41.90030660426274, distance: 4.809820128140058,Arm Bolt Location: 18, angle: 41.780756193099, distance: 4.805160944675245,Arm Bolt Location: 19, angle: 42.27817836230368, distance: 4.824124192176706,
Spring Hole: 10,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 11, angle: 90, distance: 1.149177721850348,Arm Bolt Location: 12, angle: 90, distance: 1.3954185899119136,Arm Bolt Location: 13, angle: 90, distance: 1.6745487099940894,Arm Bolt Location: 14, angle: 60.94272251687266, distance: 2.162464982453512,Arm Bolt Location: 15, angle: 50.22282477760835, distance: 2.461119205017072,Arm Bolt Location: 16, angle: 45.31320268436687, distance: 3.4391428444312253,Arm Bolt Location: 17, angle: 42.9080806670783, distance: 4.846541863284998,Arm Bolt Location: 18, angle: 41.90030660426274, distance: 4.809820128140058,Arm Bolt Location: 19, angle: 41.780756193099, distance: 4.805160944675245,
Spring Hole: 11,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 12, angle: 90, distance: 1.1650573299623574,Arm Bolt Location: 13, angle: 90, distance: 1.4252540374469709,Arm Bolt Location: 14, angle: 90, distance: 1.7164440194107742,Arm Bolt Location: 15, angle: 60.94272251687266, distance: 2.3614814949910605,Arm Bolt Location: 16, angle: 50.22282477760835, distance: 3.086588296933088,Arm Bolt Location: 17, angle: 45.31320268436687, distance: 4.3466109106530135,Arm Bolt Location: 18, angle: 42.9080806670783, distance: 4.846541863284998,Arm Bolt Location: 19, angle: 41.90030660426274, distance: 4.809820128140058,
Spring Hole: 12,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 13, angle: 90, distance: 1.180873114481358,Arm Bolt Location: 14, angle: 90, distance: 1.4548787976514261,Arm Bolt Location: 15, angle: 90, distance: 1.757951706372589,Arm Bolt Location: 16, angle: 60.94272251687266, distance: 2.7396045715832433,Arm Bolt Location: 17, angle: 50.22282477760835, distance: 3.6672500934832963,Arm Bolt Location: 18, angle: 45.31320268436687, distance: 4.3466109106530135,Arm Bolt Location: 19, angle: 42.9080806670783, distance: 4.846541863284998,
Spring Hole: 13,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 14, angle: 90, distance: 1.196625838839306,Arm Bolt Location: 15, angle: 90, distance: 1.484297271869264,Arm Bolt Location: 16, angle: 90, distance: 1.799082334888101,Arm Bolt Location: 17, angle: 60.94272251687266, distance: 2.9649704784921562,Arm Bolt Location: 18, angle: 50.22282477760835, distance: 3.6672500934832963,Arm Bolt Location: 19, angle: 45.31320268436687, distance: 4.3466109106530135,
Spring Hole: 14,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 15, angle: 90, distance: 1.2123162513686745,Arm Bolt Location: 16, angle: 90, distance: 1.5135137103026883,Arm Bolt Location: 17, angle: 90, distance: 1.799082334888101,Arm Bolt Location: 18, angle: 60.94272251687266, distance: 2.9649704784921562,Arm Bolt Location: 19, angle: 50.22282477760835, distance: 3.6672500934832963,
Spring Hole: 15,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 16, angle: 90, distance: 1.2279450857172753,Arm Bolt Location: 17, angle: 90, distance: 1.5135137103026883,Arm Bolt Location: 18, angle: 90, distance: 1.799082334888101,Arm Bolt Location: 19, angle: 60.94272251687266, distance: 2.9649704784921562,
Spring Hole: 16,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 17, angle: 90, distance: 1.2279450857172753,Arm Bolt Location: 18, angle: 90, distance: 1.5135137103026883,Arm Bolt Location: 19, angle: 90, distance: 1.799082334888101,
Spring Hole: 17,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 18, angle: 90, distance: 1.2279450857172753,Arm Bolt Location: 19, angle: 90, distance: 1.5135137103026883,
Spring Hole: 18,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Arm Bolt Location: 19, angle: 90, distance: 1.2279450857172753,
Spring Hole: 19,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,Invalid config,0,0,

 
